Record ID,Implementation Name,Implementation Type,Implementation pipeline stage,Time in current stage,Date entered current stage,PO Date,Implementation Live/Complete,Duration between PO date and Live/Complete Date,Estimated Go-Live Date,Object create date/time,"Date entered ""Not Started (Implementation Pipeline)""","Date exited ""Not Started (Implementation Pipeline)""","Date entered ""Pending Sales Purchase Review (Implementation Pipeline)""","Date exited ""Pending Sales Purchase Review (Implementation Pipeline)""","Date entered ""Pending Kickoff Call (Implementation Pipeline)""","Date exited ""Pending Kickoff Call (Implementation Pipeline)""","Date entered ""Pending Technical Readiness (Implementation Pipeline)""","Date exited ""Pending Technical Readiness (Implementation Pipeline)""","Date entered ""Pending Server Tour (Implementation Pipeline)""","Date exited ""Pending Server Tour (Implementation Pipeline)""","Date entered ""Pending Server/Remote Access (Implementation Pipeline)""","Date exited ""Pending Server/Remote Access (Implementation Pipeline)""","Date entered ""Pending Software Installation (Implementation Pipeline)""","Date exited ""Pending Software Installation (Implementation Pipeline)""","Date entered ""Software Installation Completed (Implementation Pipeline)""","Date exited ""Software Installation Completed (Implementation Pipeline)""","Date entered ""Network Testing (Implementation Pipeline)""","Date exited ""Network Testing (Implementation Pipeline)""","Date entered ""Network Testing Completed (Implementation Pipeline)""","Date exited ""Network Testing Completed (Implementation Pipeline)""","Date entered ""In Progress (Implementation Pipeline)""","Date exited ""In Progress (Implementation Pipeline)""","Date entered ""In Training (Implementation Pipeline)""","Date exited ""In Training (Implementation Pipeline)""","Date entered ""Waiting on Customer (Implementation Pipeline)""","Date exited ""Waiting on Customer (Implementation Pipeline)""","Date entered ""Waiting on GD (Implementation Pipeline)""","Date exited ""Waiting on GD (Implementation Pipeline)""","Date entered ""On-hold (Implementation Pipeline)""","Date exited ""On-hold (Implementation Pipeline)""","Date entered ""Go-Live Scheduled (Implementation Pipeline)""","Date exited ""Go-Live Scheduled (Implementation Pipeline)""","Date entered ""Implementation Live/Complete (Implementation Pipeline)""","Date exited ""Implementation Live/Complete (Implementation Pipeline)"""
33000128,Implementation 33000128,CAREpoint,Software Installation Completed,864000000,2026-06-21T00:00:00Z,05/05/2026,,,09/02/2026,2026-04-17T00:00:00Z,2026-04-17T00:00:00Z,2026-05-06T00:00:00Z,,,2026-05-06T00:00:00Z,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-06-04T00:00:00Z,2026-06-04T00:00:00Z,2026-06-17T00:00:00Z,,,,,2026-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000129,Implementation 33000129,CAREpoint,Software Installation Completed,950400000,2026-06-20T00:00:00Z,05/21/2026,,,09/18/2026,2026-05-06T00:00:00Z,,,2026-05-06T00:00:00Z,2026-05-21T00:00:00Z,,,2026-05-21T00:00:00Z,2026-06-04T00:00:00Z,,,,,2026-06-04T00:00:00Z,2026-06-10T00:00:00Z,2026-06-20T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000130,Implementation 33000130,e-Bridge,Software Installation Completed,1036800000,2026-06-19T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-21T00:00:00Z,2026-05-21T00:00:00Z,2026-05-30T00:00:00Z,,,,,,,2026-05-30T00:00:00Z,2026-06-04T00:00:00Z,,,,,2026-06-19T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000131,Implementation 33000131,CAREpoint,Software Installation Completed,1123200000,2026-06-18T00:00:00Z,04/29/2026,,,08/27/2026,2026-04-24T00:00:00Z,,,,,2026-04-24T00:00:00Z,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,2026-05-29T00:00:00Z,,,,,,,2026-06-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000132,Implementation 33000132,CAREpoint,Software Installation Completed,172800000,2026-06-29T00:00:00Z,04/11/2026,,,08/09/2026,2026-03-23T00:00:00Z,,,2026-03-23T00:00:00Z,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2026-06-02T00:00:00Z,2026-06-29T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000133,Implementation 33000133,CAREpoint;e-Bridge,Software Installation Completed,259200000,2026-06-28T00:00:00Z,05/14/2026,,,09/11/2026,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-06-05T00:00:00Z,,,,,2026-06-05T00:00:00Z,2026-06-14T00:00:00Z,,,2026-06-14T00:00:00Z,2026-06-22T00:00:00Z,2026-06-28T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000134,Implementation 33000134,CAREpoint,Software Installation Completed,345600000,2026-06-27T00:00:00Z,05/31/2026,,,09/28/2026,2026-05-11T00:00:00Z,,,2026-05-11T00:00:00Z,2026-05-29T00:00:00Z,,,2026-05-29T00:00:00Z,2026-06-10T00:00:00Z,,,,,2026-06-10T00:00:00Z,2026-06-14T00:00:00Z,2026-06-27T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000135,Implementation 33000135,CAREpoint,Software Installation Completed,432000000,2026-06-26T00:00:00Z,05/21/2026,,,09/18/2026,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-05-23T00:00:00Z,,,,,2026-05-23T00:00:00Z,2026-05-29T00:00:00Z,,,,,,,2026-06-26T00:00:00Z,,,,,,,,,,,,,,,,,,,
33000136,Implementation 33000136,e-Bridge,Pending Server Tour,1123200000,2026-06-18T00:00:00Z,05/26/2026,,,09/23/2026,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-05-27T00:00:00Z,,,,,2026-05-27T00:00:00Z,2026-06-14T00:00:00Z,2026-06-18T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000137,Implementation 33000137,CAREpoint,Pending Server Tour,1209600000,2026-06-17T00:00:00Z,05/20/2026,,,09/17/2026,2026-05-03T00:00:00Z,2026-05-03T00:00:00Z,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,2026-05-23T00:00:00Z,,,2026-05-23T00:00:00Z,2026-06-11T00:00:00Z,2026-06-17T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000138,Implementation 33000138,e-Bridge,Pending Server Tour,1296000000,2026-06-16T00:00:00Z,05/23/2026,,,09/20/2026,2026-05-04T00:00:00Z,,,2026-05-04T00:00:00Z,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,2026-05-26T00:00:00Z,,,2026-06-16T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000139,Implementation 33000139,CAREpoint,Pending Server Tour,1382400000,2026-06-15T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-07T00:00:00Z,,,,,,,2026-05-07T00:00:00Z,2026-05-21T00:00:00Z,2026-06-15T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000140,Implementation 33000140,e-Bridge,Pending Server Tour,1468800000,2026-06-14T00:00:00Z,04/20/2026,,,08/18/2026,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,2026-04-28T00:00:00Z,2026-04-28T00:00:00Z,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,2026-05-23T00:00:00Z,2026-06-14T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000141,Implementation 33000141,CAREpoint,Pending Server Tour,1555200000,2026-06-13T00:00:00Z,04/21/2026,,,08/19/2026,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,2026-04-17T00:00:00Z,,,2026-04-17T00:00:00Z,2026-05-08T00:00:00Z,,,2026-06-13T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000142,Implementation 33000142,e-Bridge,Pending Server Tour,1641600000,2026-06-12T00:00:00Z,06/03/2026,,,10/01/2026,2026-05-16T00:00:00Z,,,,,,,,,2026-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000143,Implementation 33000143,e-Bridge,Pending Server Tour,1728000000,2026-06-11T00:00:00Z,04/25/2026,,,08/23/2026,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,2026-05-01T00:00:00Z,,,2026-05-01T00:00:00Z,2026-05-07T00:00:00Z,,,2026-06-11T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000144,Implementation 33000144,e-Bridge,Pending Server Tour,432000000,2026-06-26T00:00:00Z,05/09/2026,,,09/06/2026,2026-04-20T00:00:00Z,,,2026-04-20T00:00:00Z,2026-05-11T00:00:00Z,,,,,2026-06-26T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000145,Implementation 33000145,CAREpoint,Pending Server Tour,518400000,2026-06-25T00:00:00Z,04/30/2026,,,08/28/2026,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,2026-04-30T00:00:00Z,2026-04-30T00:00:00Z,2026-05-05T00:00:00Z,,,,,2026-06-25T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000146,Implementation 33000146,CAREpoint;e-Bridge,Pending Server Tour,604800000,2026-06-24T00:00:00Z,05/31/2026,,,09/28/2026,2026-05-28T00:00:00Z,,,,,,,,,2026-06-24T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000147,Implementation 33000147,e-Bridge,Pending Server Tour,691200000,2026-06-23T00:00:00Z,04/17/2026,,,08/15/2026,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,2026-04-25T00:00:00Z,,,2026-04-25T00:00:00Z,2026-05-10T00:00:00Z,2026-06-23T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000148,Implementation 33000148,e-Bridge,Pending Server Tour,777600000,2026-06-22T00:00:00Z,05/22/2026,,,09/19/2026,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-05-26T00:00:00Z,,,,,,,2026-06-22T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000149,Implementation 33000149,CAREpoint,Pending Server Tour,864000000,2026-06-21T00:00:00Z,05/23/2026,,,09/20/2026,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2026-06-02T00:00:00Z,,,2026-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000150,Implementation 33000150,CAREpoint,Pending Server Tour,1900800000,2026-06-09T00:00:00Z,06/02/2026,,,09/30/2026,2026-05-14T00:00:00Z,2026-05-14T00:00:00Z,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-05-25T00:00:00Z,,,2026-05-25T00:00:00Z,2026-06-01T00:00:00Z,2026-06-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000151,Implementation 33000151,CAREpoint,Pending Server Tour,1987200000,2026-06-08T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-21T00:00:00Z,,,,,,,2026-05-21T00:00:00Z,2026-06-11T00:00:00Z,2026-06-08T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000152,Implementation 33000152,CAREpoint,Pending Server Tour,2073600000,2026-06-07T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-02T00:00:00Z,2026-05-02T00:00:00Z,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-05-31T00:00:00Z,,,2026-06-07T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000153,Implementation 33000153,CAREpoint,Pending Server Tour,2160000000,2026-06-06T00:00:00Z,05/02/2026,,,08/30/2026,2026-04-30T00:00:00Z,2026-04-30T00:00:00Z,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,2026-05-20T00:00:00Z,,,,,2026-06-06T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000154,Implementation 33000154,CAREpoint,Pending Server Tour,2246400000,2026-06-05T00:00:00Z,05/16/2026,,,09/13/2026,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-27T00:00:00Z,,,,,2026-05-27T00:00:00Z,2026-06-01T00:00:00Z,2026-06-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,
33000155,Implementation 33000155,CAREpoint,Pending Kickoff Call,2332800000,2026-06-04T00:00:00Z,06/20/2026,,,10/18/2026,2026-06-01T00:00:00Z,2026-06-01T00:00:00Z,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,2026-06-19T00:00:00Z,2026-06-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000156,Implementation 33000156,CAREpoint,Pending Kickoff Call,2419200000,2026-06-03T00:00:00Z,05/20/2026,,,09/17/2026,2026-05-13T00:00:00Z,,,2026-05-13T00:00:00Z,2026-06-04T00:00:00Z,2026-06-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000157,Implementation 33000157,CAREpoint,Pending Kickoff Call,2505600000,2026-06-02T00:00:00Z,06/01/2026,,,09/29/2026,2026-05-28T00:00:00Z,,,2026-05-28T00:00:00Z,2026-06-08T00:00:00Z,2026-06-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000158,Implementation 33000158,CAREpoint,Pending Kickoff Call,2592000000,2026-06-01T00:00:00Z,05/27/2026,,,09/24/2026,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,2026-06-01T00:00:00Z,,,2026-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000159,Implementation 33000159,CAREpoint,Pending Kickoff Call,2678400000,2026-05-31T00:00:00Z,06/23/2026,,,10/21/2026,2026-06-10T00:00:00Z,2026-06-10T00:00:00Z,2026-06-22T00:00:00Z,2026-06-22T00:00:00Z,2026-06-28T00:00:00Z,2026-05-31T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000160,Implementation 33000160,e-Bridge,Pending Kickoff Call,2764800000,2026-05-30T00:00:00Z,05/25/2026,,,09/22/2026,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-19T00:00:00Z,2026-05-19T00:00:00Z,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000161,Implementation 33000161,CAREpoint,Pending Kickoff Call,2851200000,2026-05-29T00:00:00Z,06/09/2026,,,10/07/2026,2026-05-23T00:00:00Z,2026-05-23T00:00:00Z,2026-06-13T00:00:00Z,,,2026-05-29T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000162,Implementation 33000162,CAREpoint,Pending Kickoff Call,1814400000,2026-06-10T00:00:00Z,06/03/2026,,,10/01/2026,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,2026-06-06T00:00:00Z,,,2026-06-10T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000163,Implementation 33000163,e-Bridge,Pending Kickoff Call,1900800000,2026-06-09T00:00:00Z,06/13/2026,,,10/11/2026,2026-06-03T00:00:00Z,,,2026-06-03T00:00:00Z,2026-06-15T00:00:00Z,2026-06-09T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000164,Implementation 33000164,CAREpoint,Pending Kickoff Call,1987200000,2026-06-08T00:00:00Z,06/04/2026,,,10/02/2026,2026-05-15T00:00:00Z,2026-05-15T00:00:00Z,2026-06-05T00:00:00Z,2026-06-05T00:00:00Z,2026-06-27T00:00:00Z,2026-06-08T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000165,Implementation 33000165,e-Bridge,Pending Kickoff Call,2073600000,2026-06-07T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-13T00:00:00Z,2026-05-13T00:00:00Z,2026-05-31T00:00:00Z,,,2026-06-07T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000166,Implementation 33000166,e-Bridge,Pending Kickoff Call,2160000000,2026-06-06T00:00:00Z,05/22/2026,,,09/19/2026,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,2026-05-21T00:00:00Z,2026-06-06T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000167,Implementation 33000167,CAREpoint,Pending Kickoff Call,2246400000,2026-06-05T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-14T00:00:00Z,,,2026-05-14T00:00:00Z,2026-05-28T00:00:00Z,2026-06-05T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000168,Implementation 33000168,CAREpoint;e-Bridge,Pending Kickoff Call,2332800000,2026-06-04T00:00:00Z,05/19/2026,,,09/16/2026,2026-05-14T00:00:00Z,,,2026-05-14T00:00:00Z,2026-05-24T00:00:00Z,2026-06-04T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000169,Implementation 33000169,e-Bridge,Pending Kickoff Call,2419200000,2026-06-03T00:00:00Z,05/09/2026,,,09/06/2026,2026-05-02T00:00:00Z,,,2026-05-02T00:00:00Z,2026-05-21T00:00:00Z,2026-06-03T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000170,Implementation 33000170,CAREpoint;e-Bridge,Pending Kickoff Call,2505600000,2026-06-02T00:00:00Z,06/29/2026,,,10/27/2026,2026-06-19T00:00:00Z,,,,,2026-06-02T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000171,Implementation 33000171,e-Bridge,Pending Kickoff Call,2592000000,2026-06-01T00:00:00Z,05/30/2026,,,09/27/2026,2026-05-20T00:00:00Z,2026-05-20T00:00:00Z,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z,2026-06-18T00:00:00Z,2026-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000172,Implementation 33000172,e-Bridge,Pending Kickoff Call,2678400000,2026-05-31T00:00:00Z,06/12/2026,,,10/10/2026,2026-05-28T00:00:00Z,,,2026-05-28T00:00:00Z,2026-06-09T00:00:00Z,2026-05-31T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33000173,Implementation 33000173,CAREpoint,Network Testing Completed,1468800000,2026-06-14T00:00:00Z,04/29/2026,,,08/27/2026,2026-04-14T00:00:00Z,2026-04-14T00:00:00Z,2026-05-05T00:00:00Z,,,2026-05-05T00:00:00Z,2026-05-18T00:00:00Z,,,2026-05-18T00:00:00Z,2026-06-07T00:00:00Z,2026-06-07T00:00:00Z,2026-06-21T00:00:00Z,,,,,2026-06-21T00:00:00Z,2026-06-28T00:00:00Z,2026-06-14T00:00:00Z,,,,,,,,,,,,,,,
33000174,Implementation 33000174,CAREpoint;e-Bridge,Network Testing Completed,1555200000,2026-06-13T00:00:00Z,04/30/2026,,,08/28/2026,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-17T00:00:00Z,,,2026-05-17T00:00:00Z,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,2026-06-19T00:00:00Z,,,,,,,2026-06-19T00:00:00Z,2026-06-28T00:00:00Z,2026-06-13T00:00:00Z,,,,,,,,,,,,,,,
33000175,Implementation 33000175,CAREpoint,Network Testing Completed,1641600000,2026-06-12T00:00:00Z,04/29/2026,,,08/27/2026,2026-04-20T00:00:00Z,2026-04-20T00:00:00Z,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,2026-05-09T00:00:00Z,2026-05-09T00:00:00Z,2026-05-18T00:00:00Z,,,2026-05-18T00:00:00Z,2026-05-23T00:00:00Z,2026-05-23T00:00:00Z,2026-06-02T00:00:00Z,2026-06-02T00:00:00Z,2026-06-07T00:00:00Z,,,2026-06-07T00:00:00Z,2026-06-28T00:00:00Z,2026-06-12T00:00:00Z,,,,,,,,,,,,,,,
33000176,Implementation 33000176,e-Bridge,Network Testing Completed,1728000000,2026-06-11T00:00:00Z,05/09/2026,,,09/06/2026,2026-04-27T00:00:00Z,2026-04-27T00:00:00Z,2026-05-02T00:00:00Z,,,,,2026-05-02T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-20T00:00:00Z,,,,,2026-05-20T00:00:00Z,2026-06-04T00:00:00Z,2026-06-04T00:00:00Z,2026-06-26T00:00:00Z,2026-06-11T00:00:00Z,,,,,,,,,,,,,,,
33000177,Implementation 33000177,CAREpoint;e-Bridge,Network Testing Completed,1814400000,2026-06-10T00:00:00Z,05/17/2026,,,09/14/2026,2026-05-07T00:00:00Z,,,,,2026-05-07T00:00:00Z,2026-05-19T00:00:00Z,,,2026-05-19T00:00:00Z,2026-06-05T00:00:00Z,,,2026-06-05T00:00:00Z,2026-06-15T00:00:00Z,2026-06-15T00:00:00Z,2026-06-23T00:00:00Z,,,2026-06-10T00:00:00Z,,,,,,,,,,,,,,,
33000178,Implementation 33000178,e-Bridge,Network Testing Completed,1900800000,2026-06-09T00:00:00Z,05/09/2026,,,09/06/2026,2026-05-04T00:00:00Z,2026-05-04T00:00:00Z,2026-05-18T00:00:00Z,2026-05-18T00:00:00Z,2026-06-09T00:00:00Z,2026-06-09T00:00:00Z,2026-06-21T00:00:00Z,,,,,,,,,,,2026-06-21T00:00:00Z,2026-06-25T00:00:00Z,2026-06-09T00:00:00Z,,,,,,,,,,,,,,,
33000179,Implementation 33000179,CAREpoint,Network Testing Completed,1987200000,2026-06-08T00:00:00Z,06/06/2026,,,10/04/2026,2026-05-19T00:00:00Z,,,,,,,,,,,,,,,2026-05-19T00:00:00Z,2026-06-02T00:00:00Z,2026-06-02T00:00:00Z,2026-06-22T00:00:00Z,2026-06-08T00:00:00Z,,,,,,,,,,,,,,,
33000180,Implementation 33000180,CAREpoint,Network Testing Completed,1209600000,2026-06-17T00:00:00Z,05/08/2026,,,09/05/2026,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,2026-05-02T00:00:00Z,,,,,2026-05-02T00:00:00Z,2026-05-12T00:00:00Z,,,2026-05-12T00:00:00Z,2026-05-25T00:00:00Z,,,2026-05-25T00:00:00Z,2026-06-15T00:00:00Z,2026-06-15T00:00:00Z,2026-06-22T00:00:00Z,2026-06-17T00:00:00Z,,,,,,,,,,,,,,,
33000181,Implementation 33000181,e-Bridge,Network Testing Completed,1296000000,2026-06-16T00:00:00Z,06/02/2026,,,09/30/2026,2026-05-29T00:00:00Z,,,2026-05-29T00:00:00Z,2026-06-08T00:00:00Z,,,2026-06-08T00:00:00Z,2026-06-30T00:00:00Z,,,,,,,,,,,2026-06-16T00:00:00Z,,,,,,,,,,,,,,,
33000182,Implementation 33000182,CAREpoint,Network Testing Completed,1382400000,2026-06-15T00:00:00Z,05/16/2026,,,09/13/2026,2026-05-04T00:00:00Z,2026-05-04T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-25T00:00:00Z,,,,,2026-05-25T00:00:00Z,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,2026-06-07T00:00:00Z,2026-06-07T00:00:00Z,2026-06-16T00:00:00Z,2026-06-16T00:00:00Z,2026-06-26T00:00:00Z,,,2026-06-15T00:00:00Z,,,,,,,,,,,,,,,
33000183,Implementation 33000183,CAREpoint,Network Testing Completed,1468800000,2026-06-14T00:00:00Z,05/13/2026,,,09/10/2026,2026-04-29T00:00:00Z,2026-04-29T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-29T00:00:00Z,,,2026-05-29T00:00:00Z,2026-06-04T00:00:00Z,2026-06-04T00:00:00Z,2026-06-08T00:00:00Z,,,2026-06-08T00:00:00Z,2026-06-15T00:00:00Z,,,2026-06-15T00:00:00Z,2026-06-22T00:00:00Z,2026-06-14T00:00:00Z,,,,,,,,,,,,,,,
33000184,Implementation 33000184,CAREpoint,Network Testing Completed,1555200000,2026-06-13T00:00:00Z,05/13/2026,,,09/10/2026,2026-05-05T00:00:00Z,,,,,,,2026-05-05T00:00:00Z,2026-05-19T00:00:00Z,,,,,,,2026-05-19T00:00:00Z,2026-06-03T00:00:00Z,2026-06-03T00:00:00Z,2026-06-23T00:00:00Z,2026-06-13T00:00:00Z,,,,,,,,,,,,,,,
33000185,Implementation 33000185,CAREpoint,Network Testing Completed,1641600000,2026-06-12T00:00:00Z,04/30/2026,,,08/28/2026,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,2026-04-19T00:00:00Z,2026-04-19T00:00:00Z,2026-05-08T00:00:00Z,,,,,2026-05-08T00:00:00Z,2026-05-12T00:00:00Z,,,2026-05-12T00:00:00Z,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2026-06-11T00:00:00Z,2026-06-11T00:00:00Z,2026-06-23T00:00:00Z,2026-06-12T00:00:00Z,,,,,,,,,,,,,,,
33000186,Implementation 33000186,CAREpoint,Go-Live Scheduled,1728000000,2026-06-11T00:00:00Z,04/19/2026,,,08/17/2026,2026-03-30T00:00:00Z,2026-03-30T00:00:00Z,2026-04-18T00:00:00Z,,,2026-04-18T00:00:00Z,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,2026-05-11T00:00:00Z,,,2026-05-11T00:00:00Z,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,2026-06-08T00:00:00Z,,,,,2026-06-08T00:00:00Z,2026-06-14T00:00:00Z,2026-06-14T00:00:00Z,2026-06-18T00:00:00Z,2026-06-18T00:00:00Z,2026-06-23T00:00:00Z,,,,,,,2026-06-11T00:00:00Z,,,
33000187,Implementation 33000187,CAREpoint,Go-Live Scheduled,1814400000,2026-06-10T00:00:00Z,03/13/2026,,,07/11/2026,2026-02-24T00:00:00Z,2026-02-24T00:00:00Z,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,2026-03-25T00:00:00Z,,,,,2026-03-25T00:00:00Z,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,2026-04-25T00:00:00Z,,,2026-04-25T00:00:00Z,2026-05-12T00:00:00Z,2026-05-12T00:00:00Z,2026-05-25T00:00:00Z,,,,,,,2026-05-25T00:00:00Z,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,2026-06-18T00:00:00Z,,,2026-06-10T00:00:00Z,,,
33000188,Implementation 33000188,CAREpoint,Go-Live Scheduled,1900800000,2026-06-09T00:00:00Z,02/24/2026,,,06/24/2026,2026-02-17T00:00:00Z,2026-02-17T00:00:00Z,2026-03-07T00:00:00Z,2026-03-07T00:00:00Z,2026-03-27T00:00:00Z,,,2026-03-27T00:00:00Z,2026-04-02T00:00:00Z,,,,,2026-04-02T00:00:00Z,2026-04-11T00:00:00Z,,,2026-04-11T00:00:00Z,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,2026-05-10T00:00:00Z,2026-05-10T00:00:00Z,2026-05-26T00:00:00Z,,,2026-05-26T00:00:00Z,2026-06-10T00:00:00Z,,,2026-06-10T00:00:00Z,2026-06-24T00:00:00Z,2026-06-09T00:00:00Z,,,
